Stock_symbol,Date,Open,High,Low,Close,Adj Close,Volume,negative,neutral,positive,article_count,predicted_sentiment,has_news,category
APD,2020-01-13,237.2700042724609,232.27999877929688,236.8600006103516,235.32321166992188,1376800.0,232.0,0.9483582377433777,0.017547577619552612,0.034094203263521194,1,negative,True,Materials
APD,2020-01-14,236.9900054931641,233.88999938964844,234.5200042724609,232.99839782714844,944200.0,236.0,0.0,1.0,0.0,0,neutral,False,Materials
APD,2020-01-15,236.72999572753903,233.759994506836,235.4600067138672,233.93231201171875,779500.0,235.0,0.04404262825846672,0.027964206412434578,0.9279931783676147,1,positive,True,Materials
APD,2020-01-16,237.22999572753903,235.47999572753903,235.7700042724609,234.24029541015625,756600.0,236.0,0.0,1.0,0.0,0,neutral,False,Materials
APD,2020-01-21,239.1199951171875,235.33999633789065,237.17999267578125,235.64112854003903,1699900.0,236.0,0.0,1.0,0.0,0,neutral,False,Materials
APD,2020-01-23,237.72000122070312,233.63999938964844,237.2899932861328,235.7504272460937,1072300.0,235.0,0.0,1.0,0.0,0,neutral,False,Materials
APD,2020-01-29,237.92999267578125,235.5599975585937,237.2700042724609,235.7305603027344,709000.0,237.0,0.0,1.0,0.0,0,neutral,False,Materials
APD,2020-02-04,248.0,243.27999877929688,247.08999633789065,245.48684692382807,1447300.0,244.0,0.0,1.0,0.0,0,neutral,False,Materials
APD,2020-02-07,251.3699951171875,249.1300048828125,249.9199981689453,248.2984771728516,730800.0,250.0,0.0,1.0,0.0,0,neutral,False,Materials
APD,2020-02-13,256.32000732421875,253.259994506836,254.8800048828125,253.226303100586,666200.0,253.0,0.0,1.0,0.0,0,neutral,False,Materials
APD,2020-02-20,256.010009765625,252.1100006103516,255.3999938964844,253.742919921875,922900.0,254.0,0.0,1.0,0.0,0,neutral,False,Materials
APD,2020-03-12,206.1699981689453,178.47999572753906,187.72999572753903,186.5119781494141,2288700.0,197.0,0.07936332374811172,0.34614914655685425,0.5744875073432922,1,positive,True,Materials
APD,2020-03-18,211.52999877929688,182.8300018310547,201.57000732421875,200.2621917724609,2582200.0,190.0,0.0,1.0,0.0,0,neutral,False,Materials
APD,2020-04-07,205.7400054931641,198.25,202.02999877929688,200.8954315185547,1383800.0,198.0,0.0,1.0,0.0,0,neutral,False,Materials
APD,2020-06-08,249.82000732421875,245.9900054931641,249.5800018310547,248.17840576171875,889400.0,246.0,0.0,1.0,0.0,0,neutral,False,Materials
APD,2020-06-15,238.3999938964844,229.1699981689453,237.009994506836,235.67898559570312,709300.0,230.0,0.020681697875261307,0.9345168471336365,0.04480148106813431,1,neutral,True,Materials
APD,2020-06-18,239.5599975585937,236.2400054931641,238.1100006103516,236.77281188964844,678400.0,237.0,0.0,1.0,0.0,0,neutral,False,Materials
APD,2020-06-25,237.6499938964844,230.72999572753903,237.3000030517578,235.9673614501953,860400.0,232.0,0.0,1.0,0.0,0,neutral,False,Materials
APD,2020-07-17,295.3699951171875,287.6199951171875,294.0,272.89892578125,1961500.0,289.0,0.7314499020576477,0.01884273625910282,0.2497074156999588,1,negative,True,Materials
APD,2020-07-28,294.7200012207031,289.1400146484375,289.2699890136719,268.5083312988281,775400.0,294.0,0.39221638441085815,0.07369682192802429,0.5340868234634399,1,positive,True,Materials
APD,2020-08-04,280.9599914550781,274.5599975585937,279.5799865722656,259.5138244628906,2065300.0,276.0,0.0,1.0,0.0,0,neutral,False,Materials
APD,2020-08-06,284.9700012207031,281.0599975585937,282.989990234375,262.6790771484375,1293700.0,283.0,0.0,1.0,0.0,0,neutral,False,Materials
APD,2020-08-13,288.489990234375,284.1700134277344,288.3099975585937,267.6172790527344,758200.0,284.0,0.0,1.0,0.0,0,neutral,False,Materials
APD,2020-09-14,306.79998779296875,301.2699890136719,303.9700012207031,282.1533508300781,611000.0,303.0,0.0,1.0,0.0,0,neutral,False,Materials
APD,2020-10-07,304.7300109863281,299.69000244140625,302.1099853515625,281.71142578125,645800.0,300.0,0.0,1.0,0.0,0,neutral,False,Materials
APD,2020-10-16,300.3699951171875,296.1300048828125,298.1400146484375,278.00946044921875,1398700.0,297.0,0.0,1.0,0.0,0,neutral,False,Materials
APD,2020-10-21,298.0299987792969,293.1099853515625,293.260009765625,273.4590148925781,429800.0,294.0,0.0,1.0,0.0,0,neutral,False,Materials
APD,2020-10-23,295.6000061035156,292.2300109863281,294.0,274.1489562988281,477500.0,294.0,0.0,1.0,0.0,0,neutral,False,Materials
APD,2020-11-05,306.510009765625,295.07000732421875,303.3399963378906,282.8583984375,856400.0,295.0,0.0,1.0,0.0,0,neutral,False,Materials
APD,2020-11-18,272.1000061035156,266.0199890136719,267.70001220703125,249.6247711181641,2028800.0,266.0,0.0,1.0,0.0,0,neutral,False,Materials
